Issue Key,Issue summary,Work date,Hours,Username,Period,Account Key,Account Name,Account Lead,Account Category,Account Customer,Activity Name,Component,All Components,Version Name,Issue Type,Issue Status,Project Key,Epic,Epic Link,Work Description,Parent Key,Reporter,External Hours,Billed Hours,Issue Original Estimate,Issue Remaining Estimate,,,
JUSTVDB-1476,Client - Einzelstatistik - New Einzelstatistik,2021-1-28,1.75,emmanuel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev. testing.,JUSTVDB-1472,domingo,0,1.75,,0,,
JUSTVDB-1476,Client - Einzelstatistik - New Einzelstatistik,2021-1-27,7.75,emmanuel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev.,JUSTVDB-1472,domingo,0,7.75,,0,,
JUSTVDB-1508,ELBA Analytic account info,2021-1-28,3,pilar,,,,,,,module-xplain-accounting-core,module-xplain-accounting-core,module-xplain-accounting-core,,New Feature,Closed,JUSTVDB,JustThis VDB,,,Testing,,pilar,0,3,,0,,
JUSTVDB-1508,ELBA Analytic account info,2021-1-27,2.75,pilar,,,,,,,module-xplain-accounting-core,module-xplain-accounting-core,module-xplain-accounting-core,,New Feature,Closed,JUSTVDB,JustThis VDB,,,Implementation,,pilar,0,2.75,,0,,
JUSTVDB-1507,"Wizard ""Dokumente verteilen"" ListB empty",2021-1-28,2.5,simon,,,,,,,JustThis VDB,,,,Bug,Closed,JUSTVDB,JustThis VDB,,,analyse,,Project,0,2.5,,0,,200805 JustThis VDB Retrogrades Scanning
JUSTVDB-1481,Server : Analysis searches performance,2021-1-27,2,josem,,,,,,,module-xplain-search-vdb,module-xplain-search-vdb,module-xplain-database-query;module-xplain-search-vdb,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Analysis,JUSTVDB-1472,angela,0,2,,0,,
JUSTVDB-1456,File import/convert wizard,2021-1-27,5,simon,,,,,,,JustThis VDB,,,,New Feature,Closed,JUSTVDB,JustThis VDB,,,impl,,simon,0,5,0,0,,
JUSTVDB-1481,Server : Analysis searches performance,2021-1-27,1.5,angela,,,,,,,module-xplain-search-vdb,module-xplain-search-vdb,module-xplain-database-query;module-xplain-search-vdb,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Performance tests,JUSTVDB-1472,angela,0,1.5,,0,,
JUSTVDB-1472,Improvements to the statistics module,2021-1-27,1.75,domingo,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,New Feature,Closed,JUSTVDB,JustThis VDB,,,"Solving doubts, dispatching tasks and calls",,domingo,0,1.75,,0,,
JUSTVDB-1488,Client - Einzelstatistik - Dynamic parameters name issue (uppercase and lowercase letters),2021-1-27,0.75,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1472,domingo,0,0.75,,0,,
JUSTVDB-1499,Remove column Statistiklauf,2021-1-27,0.5,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1472,stefan,0,0.5,,0,,
JUSTVDB-1482,Client - Rights - Analysis Bulk and Analysis Admin rights,2021-1-27,3.25,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1472,domingo,0,3.25,,0,,
JUSTVDB-1496,Show Icon pen.png,2021-1-27,0.25,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1472,stefan,0,0.25,,0,,
JUSTVDB-1498,We need code selection - not drop downs,2021-1-27,0.25,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1472,stefan,0,0.25,,0,,
JUSTVDB-1483,Client - Statistiklauf module - Sortorder is not working,2021-1-27,4.75,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1472,domingo,0,4.75,,0,,
JUSTVDB-1472,Improvements to the statistics module,2021-1-27,0.5,domingo,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,New Feature,Closed,JUSTVDB,JustThis VDB,,,meeting with Angela and Stefan,,domingo,0,0.5,,0,,
JUSTVDB-1487,Server - Error with special characters,2021-1-26,3,angela,,,,,,,module-xplain-search-vdb,module-xplain-search-vdb,library-xplain-search-analysis;module-xplain-database-query;module-xplain-search-vdb,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Bugfixing,JUSTVDB-1472,angela,0,3,,0,,
JUSTVDB-797,Verbindung Bewegung zu Kostengutsprache (automatische Kostengutsprache),2021-1-27,2,simon,,,,,,,0.9.3.0,NONE,NONE,0.9.3.0,New Feature,In Progress,JUSTVDB,JustThis VDB,,,"meeting, concept
",,Project,0,2,,0,,
JUSTVDB-1484,Client - Ausgabe - Execution Time calculation,2021-1-27,0.75,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1472,domingo,0,0.75,,0,,
JUSTVDB-1480,Client - Rights - Duplizieren function is available when user has only right Analysis Login ,2021-1-26,1.25,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1472,domingo,0,1.25,,0,,
JUSTVDB-1479,Client - Rights - SQL Query Template field is not read only in Statistiklauf mask,2021-1-26,1.5,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1472,domingo,0,1.5,,0,,
JUSTVDB-1483,Client - Statistiklauf module - Sortorder is not working,2021-1-26,1.75,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1472,domingo,0,1.75,,0,,
JUSTVDB-1478,"Client - Statistiklauf - Mask Statistiklauf: changes on Organisation, Gruppe and Thema fields",2021-1-26,4,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing.,JUSTVDB-1472,domingo,0,4,,0,,
JUSTVDB-1380,Server - New services to execute Statistiklauf,2021-1-26,1.75,angela,,,,,,,module-xplain-database-query,module-xplain-database-query,module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Error setting correct time in dateinterval parameter when two dates received,JUSTVDB-1371,angela,0,1.75,,0,,
JUSTVDB-1471,Elba exceptions,2021-1-26,0.75,pilar,,,,,,,client-app-accounting,client-app-accounting,client-app-accounting,,Bug,Closed,JUSTVDB,JustThis VDB,,,Elba exceptions,,pilar,0,0.75,0,0,,
JUSTVDB-1475,Client - Einzelstatistik - Error while deleting Einzelstatistik,2021-1-26,1.5,domingo,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1472,domingo,0,1.5,,0,,
JUSTVDB-1474,Client - Einzelstatistik  - Select the copied Einzelstatistik in the Grid,2021-1-26,2,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1472,domingo,0,2,,0,,
JUSTVDB-1481,Server : Analysis searches performance,2021-1-25,4,josem,,,,,,,module-xplain-search-vdb,module-xplain-search-vdb,module-xplain-database-query;module-xplain-search-vdb,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Analysis,JUSTVDB-1472,angela,0,4,,0,,
JUSTVDB-1380,Server - New services to execute Statistiklauf,2021-1-25,4.75,angela,,,,,,,module-xplain-database-query,module-xplain-database-query,module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,"Error control for empty default date parameters
Change priority of parameters",JUSTVDB-1371,angela,0,4.75,,0,,
JUSTVDB-1475,Client - Einzelstatistik - Error while deleting Einzelstatistik,2021-1-25,3,angela,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Implement error control with specific codes at queryService module,JUSTVDB-1472,domingo,0,3,,0,,
JUSTVDB-1473,Client - Statistiklauf page - Not all the numbers are showed from beginning,2021-1-26,2,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1516,domingo,0,2,,0,,
JUSTVDB-1384,Client - Einzelstatistik - Changes in Einzelstatistik popup mask (old Konfiguration mask),2021-1-25,5.5,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1371,domingo,0,5.5,,0,,
JUSTVDB-1472,Improvements to the statistics module,2021-1-25,2.25,domingo,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,New Feature,Closed,JUSTVDB,JustThis VDB,,,Creating tasks,,domingo,0,2.25,,0,,
JUSTVDB-1456,File import/convert wizard,2021-1-25,4,simon,,,,,,,JustThis VDB,,,,New Feature,Closed,JUSTVDB,JustThis VDB,,,impl,,simon,0,4,0,0,,
JUSTVDB-1411,Label by Webservice Barcode,2021-1-20,7.75,alvaro,,,,,,,0.9.2.2,library-xplain-util-track-trace,library-xplain-util-track-trace;module-xplain-util-track-trace,0.9.2.2,New Feature,Resolved,JUSTVDB,JustThis VDB,,,testing,,Project,0,7.75,,0,,
JUSTVDB-1473,Client - Statistiklauf page - Not all the numbers are showed from beginning,2021-1-25,3.75,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1516,domingo,0,3.75,,0,,
JUSTVDB-1366,Label Service,2021-1-25,1,simon,,,,,,,0.9.2.2,,,0.9.2.2,Sub-task,Resolved,JUSTVDB,JustThis VDB,,,"meeting,tests",JUSTVDB-1362,Project,0,1,,0,,
JUSTVDB-1369,Print label,2021-1-22,3.5,domingo,,,,,,,0.9.2.2,client-app,client-app,0.9.2.2,Sub-task,Resolved,JUSTVDB,JustThis VDB,,,research,JUSTVDB-1362,Project,0,3.5,,0,,
JUSTVDB-1393,"Client - Ausgabe - Wizard Statistiklauf from ""Neuer Statistiklauf"" function - Step 2",2021-1-22,1.5,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1371,domingo,0,1.5,,0,,
JUSTVDB-1457,Home-Searches: Return resultrow_id for each row,2021-1-22,1,gregorio,,,,,,,library-xplain-search-worx,library-xplain-search-worx,library-xplain-search-worx;module-xplain-search-vdb,,Improvement,Closed,JUSTVDB,JustThis VDB,,,resultrow_id,,stefan,0,1,0,0,,
JUSTVDB-1457,Home-Searches: Return resultrow_id for each row,2021-1-22,0.75,gregorio,,,,,,,library-xplain-search-worx,library-xplain-search-worx,library-xplain-search-worx;module-xplain-search-vdb,,Improvement,Closed,JUSTVDB,JustThis VDB,,,resultrow_id,,stefan,0,0.75,0,0,,
JUSTVDB-1471,Elba exceptions,2021-1-22,6.75,pilar,,,,,,,client-app-accounting,client-app-accounting,client-app-accounting,,Bug,Closed,JUSTVDB,JustThis VDB,,,Bug fixing,,pilar,0,6.75,0,0,,
JUSTVDB-1393,"Client - Ausgabe - Wizard Statistiklauf from ""Neuer Statistiklauf"" function - Step 2",2021-1-22,0.5,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Dev and test,JUSTVDB-1371,domingo,0,0.5,,0,,
JUSTVDB-1461,Use the slave database for the data queries in the area of evaluations and statistics,2021-1-20,7.75,angela,,,,,,,JustThis VDB,,,,New Feature,Closed,JUSTVDB,JustThis VDB,,,Concept,,stefan,0,7.75,48,48,,
JUSTVDB-1461,Use the slave database for the data queries in the area of evaluations and statistics,2021-1-21,7.75,angela,,,,,,,JustThis VDB,,,,New Feature,Closed,JUSTVDB,JustThis VDB,,,Concept,,stefan,0,7.75,48,48,,
JUSTVDB-1369,Print label,2021-1-21,7.75,domingo,,,,,,,0.9.2.2,client-app,client-app,0.9.2.2,Sub-task,Resolved,JUSTVDB,JustThis VDB,,,research and test,JUSTVDB-1362,Project,0,7.75,,0,,
JUSTVDB-1457,Home-Searches: Return resultrow_id for each row,2021-1-21,1,gregorio,,,,,,,library-xplain-search-worx,library-xplain-search-worx,library-xplain-search-worx;module-xplain-search-vdb,,Improvement,Closed,JUSTVDB,JustThis VDB,,,resultrow_id,,stefan,0,1,0,0,,
JUSTVDB-1468,Review the VDB datamigration (part2),2021-1-21,3,miguel,,,,,,,0.9.2.2 Datamigration,migration,migration,0.9.2.2 Datamigration,Bug,Resolved,JUSTVDB,JustThis VDB,,,.,,miguel,0,3,,0,,
JUSTVDB-1465,Deployment-Customer-Integration-Production-0.9.2.1,2021-1-21,2,sergiol,,,,,,,DEVOPS,DEVOPS,DEVOPS,,Task,Closed,JUSTVDB,JustThis VDB,,,Accounting Migration for VDB 0.9.2.1 on PRO.,,Project,0,2,,0,,
JUSTVDB-1465,Deployment-Customer-Integration-Production-0.9.2.1,2021-1-20,1.5,sergiol,,,,,,,DEVOPS,DEVOPS,DEVOPS,,Task,Closed,JUSTVDB,JustThis VDB,,,Deployment and Migration for VDB 0.9.2.1 on PRO,,Project,0,1.5,,0,,
JUSTVDB-1465,Deployment-Customer-Integration-Production-0.9.2.1,2021-1-20,3.5,sergiol,,,,,,,DEVOPS,DEVOPS,DEVOPS,,Task,Closed,JUSTVDB,JustThis VDB,,,Deployment and Migration for VDB 0.9.2.1 on PRO,,Project,0,3.5,,0,,
JUSTVDB-1458,ELBA attachment name and logic in order not duplicate stored PDFs for same belege,2021-1-21,3,pilar,,,,,,,client-app-accounting,client-app-accounting,client-app-accounting,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Implementation,JUSTVDB-1437,pilar,0,3,0,0,,
JUSTVDB-1189,JURIS-Transit Wizard: Create the components that test conditions of the workflow,2021-1-20,1,roberto,,,,,,,module-xplain-xchange-client-vdb,module-xplain-xchange-client-vdb,module-xplain-xchange-client-vdb,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,test it,JUSTVDB-1149,roberto,0,1,,0,,
JUSTVDB-1447,JURIS-Transit: AC_TYPE,2021-1-20,1.5,roberto,,,,,,,module-xplain-xchange-client-vdb,module-xplain-xchange-client-vdb,library-xplain-xchange-client-worx;module-xplain-xchange-client-vdb,,Improvement,Closed,JUSTVDB,JustThis VDB,,,"change, deploy",,stefan,0,1.5,0,0,,
JUSTVDB-1369,Print label,2021-1-20,1,domingo,,,,,,,0.9.2.2,client-app,client-app,0.9.2.2,Sub-task,Resolved,JUSTVDB,JustThis VDB,,,analyzing,JUSTVDB-1362,Project,0,1,,0,,
JUSTVDB-1457,Home-Searches: Return resultrow_id for each row,2021-1-20,1,gregorio,,,,,,,library-xplain-search-worx,library-xplain-search-worx,library-xplain-search-worx;module-xplain-search-vdb,,Improvement,Closed,JUSTVDB,JustThis VDB,,,resultrow_id,,stefan,0,1,0,0,,
JUSTVDB-1246,Update R80_RECHNUNG and R90_BUCHUNG for the accounting migration,2021-1-20,0.5,marcial,,,,,,,migration,migration,migration,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Management.,JUSTVDB-1196,miguel,0,0.5,,0,,
JUSTVDB-1246,Update R80_RECHNUNG and R90_BUCHUNG for the accounting migration,2021-1-20,0.5,josem,,,,,,,migration,migration,migration,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Development,JUSTVDB-1196,miguel,0,0.5,,0,,
JUSTVDB-1246,Update R80_RECHNUNG and R90_BUCHUNG for the accounting migration,2021-1-20,2,manuel,,,,,,,migration,migration,migration,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Migration script and built,JUSTVDB-1196,miguel,0,2,,0,,
JUSTVDB-1462,searchBySavedSearches: Support of counters only,2021-1-20,0.5,isabel,,,,,,,library-xplain-search-core,library-xplain-search-core,library-xplain-search-core,,Improvement,Closed,JUSTVDB,JustThis VDB,,,,,stefan,0,0.5,0,0,,
JUSTVDB-1463,Change Search Parameter in Search of the Modul Eingang,2021-1-20,0.5,domingo,,,,,,,JustThis VDB,,,,Improvement,Closed,JUSTVDB,JustThis VDB,,,dev and test,,stefan,0,0.5,0,0,,
JUSTVDB-1391,Client - Ausgabe - Changes in Ausgabe mask,2021-1-20,0.5,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test. fixing bug,JUSTVDB-1371,domingo,0,0.5,,0.5,,
JUSTVDB-1393,"Client - Ausgabe - Wizard Statistiklauf from ""Neuer Statistiklauf"" function - Step 2",2021-1-20,1,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,fixing errors.,JUSTVDB-1371,domingo,0,1,,0,,
JUSTVDB-1437,ELBA: Document added incorrectly,2021-1-19,4.75,pilar,,,,,,,module-xplain-accounting-core,module-xplain-accounting-core,module-xplain-accounting-core,,Bug,Closed,JUSTVDB,JustThis VDB,,,Testing and analysis,,christian.fricker,0,4.75,0,0,,
JUSTVDB-1366,Label Service,2021-1-19,1,simon,,,,,,,0.9.2.2,,,0.9.2.2,Sub-task,Resolved,JUSTVDB,JustThis VDB,,,meeting,JUSTVDB-1362,Project,0,1,,0,,
JUSTVDB-1393,"Client - Ausgabe - Wizard Statistiklauf from ""Neuer Statistiklauf"" function - Step 2",2021-1-19,5.75,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1371,domingo,0,5.75,,0,,
JUSTVDB-1390,Client - Ausgabe - Improvements in Ausgabe Search page,2021-1-19,1,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1371,domingo,0,1,,0,,
JUSTVDB-1459,Client - Ausgabe - The scheduled start must be configurable,2021-1-19,2.5,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1371,domingo,0,2.5,,0,,
JUSTVDB-1455,Client - Ausgabe - Open CSV file,2021-1-19,2,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1371,domingo,0,2,,0,,
JUSTVDB-1393,"Client - Ausgabe - Wizard Statistiklauf from ""Neuer Statistiklauf"" function - Step 2",2021-1-18,3,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1371,domingo,0,3,,0,,
JUSTVDB-1385,Client - Einzelstatistik - New tab in Konfiguration Einzelstatistik popup (old Konfiguration popup),2021-1-18,3.25,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1371,domingo,0,3.25,,2,,
JUSTVDB-1455,Client - Ausgabe - Open CSV file,2021-1-18,4,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1371,domingo,0,4,,0,,
JUSTVDB-1437,ELBA: Document added incorrectly,2021-1-18,6.5,pilar,,,,,,,module-xplain-accounting-core,module-xplain-accounting-core,module-xplain-accounting-core,,Bug,Closed,JUSTVDB,JustThis VDB,,,Testing and bug fixing,,christian.fricker,0,6.5,0,0,,
JUSTVDB-1392,"Client - Ausgabe - Wizard Statistiklauf from ""Neuer Statistiklauf"" function - Step 1",2021-1-18,1.5,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1371,domingo,0,1.5,,0,,
JUSTVDB-1411,Label by Webservice Barcode,2021-1-15,2,alvaro,,,,,,,0.9.2.2,library-xplain-util-track-trace,library-xplain-util-track-trace;module-xplain-util-track-trace,0.9.2.2,New Feature,Resolved,JUSTVDB,JustThis VDB,,,making tests,,Project,0,2,,0,,
JUSTVDB-1454,Server - New method getAllQueryBulksByQueryConfigurationId,2021-1-15,1.5,josem,,,,,,,module-xplain-database-query,module-xplain-database-query,module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Development,JUSTVDB-1371,domingo,0,1.5,,0,,
JUSTVDB-1392,"Client - Ausgabe - Wizard Statistiklauf from ""Neuer Statistiklauf"" function - Step 1",2021-1-15,5.75,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,step 1 almost ready,JUSTVDB-1371,domingo,0,5.75,,0,,
JUSTVDB-1456,File import/convert wizard,2021-1-15,2.5,simon,,,,,,,JustThis VDB,,,,New Feature,Closed,JUSTVDB,JustThis VDB,,,"concept,meeting",,simon,0,2.5,0,0,,
JUSTVDB-1452,Replace elbaRefNumber with zzJTRefn,2021-1-15,0.25,juanb,,,,,,,JustThis VDB,,,,Task,Closed,JUSTVDB,JustThis VDB,,,Testing.,,miguel,0,0.25,0,0,,
JUSTVDB-1340,"Kostenvorschuss: Add ""Kostenvorschuss nochmals drucken"" to the Menu",2021-1-15,0.25,juanb,,,,,,,client-app-accounting,client-app-accounting,client-app-accounting,,Task,Closed,JUSTVDB,JustThis VDB,,,Testing.,,christian.fricker,0,0.25,,0,,
JUSTVDB-1315,"Statistics module: Behavior of download Button in ""Ausgabe"" Pop-Up",2021-1-15,2,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Bug,Closed,JUSTVDB,JustThis VDB,,,dev and test,,tim,0,2,,0,,
JUSTVDB-1453,Add Code elements to CodeGroups on VDB and STA,2021-1-15,0.5,stella,,,,,,,database-data-codes,database-data-codes,database-data-codes,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Add new codeelemento into codegroup 4767 fir STA and VDB,JUSTVDB-1340,pilar,0,0.5,0,0,,
JUSTVDB-1385,Client - Einzelstatistik - New tab in Konfiguration Einzelstatistik popup (old Konfiguration popup),2021-1-14,4.5,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test. Preparing stuff. Waiting for JUSTVDB-1454,JUSTVDB-1371,domingo,0,4.5,,2,,
JUSTVDB-1383,Client - Einzelstatistik - Changes in Konfiguration Search Page,2021-1-14,2.75,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1371,domingo,0,2.75,,0,,
JUSTVDB-1149,JURIS-Transit Wizard: Automatic assignment,2021-1-14,2,roberto,,,,,,,module-xplain-xchange-client-vdb,module-xplain-xchange-client-vdb,library-xplain-xchange-client-ox-logon;library-xplain-xchange-client-worx;module-xplain-xchange-client-vdb,,New Feature,Closed,JUSTVDB,JustThis VDB,,,revise VEX conditions. Fix issue detected by Neva,,Project,0,2,,0,https://jira-justthis.xplain.ch/browse/TICKET-640,
JUSTVDB-1408,Smoke test VDB,2021-1-14,1.5,isabel,,,,,,,TESTING,TESTING,TESTING,,Task,Closed,JUSTVDB,JustThis VDB,,,,,isabel,0,1.5,,0,,
JUSTVDB-1452,Replace elbaRefNumber with zzJTRefn,2021-1-14,0.75,juanb,,,,,,,JustThis VDB,,,,Task,Closed,JUSTVDB,JustThis VDB,,,Testing and discussion (with Miguel),,miguel,0,0.75,0,0,,
JUSTVDB-1340,"Kostenvorschuss: Add ""Kostenvorschuss nochmals drucken"" to the Menu",2021-1-14,0.75,juanb,,,,,,,client-app-accounting,client-app-accounting,client-app-accounting,,Task,Closed,JUSTVDB,JustThis VDB,,,"Dev, test (rev.56825)",,christian.fricker,0,0.75,,0,,
